agreement	disagreement	number	subject_index	verb_index	completed
De advocaat naast Barbara begrijpt	De advocaat naast Barbara begrijpen	singular	1	4	De advocaat naast Barbara begrijpt de persoon.
De advocaat naast Barbara verwart	De advocaat naast Barbara verwarren	singular	1	4	De advocaat naast Barbara verwart de persoon.
De advocaat naast Barbara bemoedigt	De advocaat naast Barbara bemoedigen	singular	1	4	De advocaat naast Barbara bemoedigt de persoon.
De advocaat naast Barbara bekritiseert	De advocaat naast Barbara bekritiseren	singular	1	4	De advocaat naast Barbara bekritiseert de persoon.
De advocaat naast Barbara inspireert	De advocaat naast Barbara inspireren	singular	1	4	De advocaat naast Barbara inspireert de persoon.
De advocaat naast Barbara vermijdt	De advocaat naast Barbara vermijden	singular	1	4	De advocaat naast Barbara vermijdt de persoon.
De advocaat naast Barbara observeert	De advocaat naast Barbara observeren	singular	1	4	De advocaat naast Barbara observeert de persoon.
De advocaat naast Barbara groet	De advocaat naast Barbara groeten	singular	1	4	De advocaat naast Barbara groet de persoon.
De advocaat naast Barbara onthoudt	De advocaat naast Barbara onthouden	singular	1	4	De advocaat naast Barbara onthoudt de persoon.
De advocaat naast Barbara kent	De advocaat naast Barbara kennen	singular	1	4	De advocaat naast Barbara kent de persoon.
De advocaat naast Pat bewondert	De advocaat naast Pat bewonderen	singular	1	4	De advocaat naast Pat bewondert de persoon.
De advocaat naast Pat stimuleert	De advocaat naast Pat stimuleren	singular	1	4	De advocaat naast Pat stimuleert de persoon.
De advocaat naast Pat ontmoedigt	De advocaat naast Pat ontmoedigen	singular	1	4	De advocaat naast Pat ontmoedigt de persoon.
De advocaat naast Pat begrijpt	De advocaat naast Pat begrijpen	singular	1	4	De advocaat naast Pat begrijpt de persoon.
De advocaat naast Pat verwart	De advocaat naast Pat verwarren	singular	1	4	De advocaat naast Pat verwart de persoon.
De advocaat naast Pat bemoedigt	De advocaat naast Pat bemoedigen	singular	1	4	De advocaat naast Pat bemoedigt de persoon.
De advocaat naast Pat bekritiseert	De advocaat naast Pat bekritiseren	singular	1	4	De advocaat naast Pat bekritiseert de persoon.
De advocaat naast Pat inspireert	De advocaat naast Pat inspireren	singular	1	4	De advocaat naast Pat inspireert de persoon.
De advocaat naast Pat vermijdt	De advocaat naast Pat vermijden	singular	1	4	De advocaat naast Pat vermijdt de persoon.
De advocaat naast Pat observeert	De advocaat naast Pat observeren	singular	1	4	De advocaat naast Pat observeert de persoon.
De advocaat naast Pat groet	De advocaat naast Pat groeten	singular	1	4	De advocaat naast Pat groet de persoon.
De advocaat naast Pat onthoudt	De advocaat naast Pat onthouden	singular	1	4	De advocaat naast Pat onthoudt de persoon.
De advocaat naast Pat kent	De advocaat naast Pat kennen	singular	1	4	De advocaat naast Pat kent de persoon.
De advocaat naast Bill bewondert	De advocaat naast Bill bewonderen	singular	1	4	De advocaat naast Bill bewondert de persoon.
De advocaat naast Bill stimuleert	De advocaat naast Bill stimuleren	singular	1	4	De advocaat naast Bill stimuleert de persoon.
De advocaat naast Bill ontmoedigt	De advocaat naast Bill ontmoedigen	singular	1	4	De advocaat naast Bill ontmoedigt de persoon.
De advocaat naast Bill begrijpt	De advocaat naast Bill begrijpen	singular	1	4	De advocaat naast Bill begrijpt de persoon.
De advocaat naast Bill verwart	De advocaat naast Bill verwarren	singular	1	4	De advocaat naast Bill verwart de persoon.
De advocaat naast Bill bemoedigt	De advocaat naast Bill bemoedigen	singular	1	4	De advocaat naast Bill bemoedigt de persoon.
De advocaat naast Bill bekritiseert	De advocaat naast Bill bekritiseren	singular	1	4	De advocaat naast Bill bekritiseert de persoon.
De advocaat naast Bill inspireert	De advocaat naast Bill inspireren	singular	1	4	De advocaat naast Bill inspireert de persoon.
De advocaat naast Bill vermijdt	De advocaat naast Bill vermijden	singular	1	4	De advocaat naast Bill vermijdt de persoon.
De advocaat naast Bill observeert	De advocaat naast Bill observeren	singular	1	4	De advocaat naast Bill observeert de persoon.
De advocaat naast Bill groet	De advocaat naast Bill groeten	singular	1	4	De advocaat naast Bill groet de persoon.
De advocaat naast Bill onthoudt	De advocaat naast Bill onthouden	singular	1	4	De advocaat naast Bill onthoudt de persoon.
De advocaat naast Bill kent	De advocaat naast Bill kennen	singular	1	4	De advocaat naast Bill kent de persoon.
De advocaat naast Bob bewondert	De advocaat naast Bob bewonderen	singular	1	4	De advocaat naast Bob bewondert de persoon.
De advocaat naast Bob stimuleert	De advocaat naast Bob stimuleren	singular	1	4	De advocaat naast Bob stimuleert de persoon.
De advocaat naast Bob ontmoedigt	De advocaat naast Bob ontmoedigen	singular	1	4	De advocaat naast Bob ontmoedigt de persoon.
De advocaat naast Bob begrijpt	De advocaat naast Bob begrijpen	singular	1	4	De advocaat naast Bob begrijpt de persoon.
De advocaat naast Bob verwart	De advocaat naast Bob verwarren	singular	1	4	De advocaat naast Bob verwart de persoon.
De advocaat naast Bob bemoedigt	De advocaat naast Bob bemoedigen	singular	1	4	De advocaat naast Bob bemoedigt de persoon.
De advocaat naast Bob bekritiseert	De advocaat naast Bob bekritiseren	singular	1	4	De advocaat naast Bob bekritiseert de persoon.
De advocaat naast Bob inspireert	De advocaat naast Bob inspireren	singular	1	4	De advocaat naast Bob inspireert de persoon.
De advocaat naast Bob vermijdt	De advocaat naast Bob vermijden	singular	1	4	De advocaat naast Bob vermijdt de persoon.
De advocaat naast Bob observeert	De advocaat naast Bob observeren	singular	1	4	De advocaat naast Bob observeert de persoon.
De advocaat naast Bob groet	De advocaat naast Bob groeten	singular	1	4	De advocaat naast Bob groet de persoon.
De advocaat naast Bob onthoudt	De advocaat naast Bob onthouden	singular	1	4	De advocaat naast Bob onthoudt de persoon.
De advocaat naast Bob kent	De advocaat naast Bob kennen	singular	1	4	De advocaat naast Bob kent de persoon.
De advocaat naast Sue bewondert	De advocaat naast Sue bewonderen	singular	1	4	De advocaat naast Sue bewondert de persoon.
De advocaat naast Sue stimuleert	De advocaat naast Sue stimuleren	singular	1	4	De advocaat naast Sue stimuleert de persoon.
De advocaat naast Sue ontmoedigt	De advocaat naast Sue ontmoedigen	singular	1	4	De advocaat naast Sue ontmoedigt de persoon.
De advocaat naast Sue begrijpt	De advocaat naast Sue begrijpen	singular	1	4	De advocaat naast Sue begrijpt de persoon.
De advocaat naast Sue verwart	De advocaat naast Sue verwarren	singular	1	4	De advocaat naast Sue verwart de persoon.
De advocaat naast Sue bemoedigt	De advocaat naast Sue bemoedigen	singular	1	4	De advocaat naast Sue bemoedigt de persoon.
De advocaat naast Sue bekritiseert	De advocaat naast Sue bekritiseren	singular	1	4	De advocaat naast Sue bekritiseert de persoon.
De advocaat naast Sue inspireert	De advocaat naast Sue inspireren	singular	1	4	De advocaat naast Sue inspireert de persoon.
De advocaat naast Sue vermijdt	De advocaat naast Sue vermijden	singular	1	4	De advocaat naast Sue vermijdt de persoon.
De advocaat naast Sue observeert	De advocaat naast Sue observeren	singular	1	4	De advocaat naast Sue observeert de persoon.
De advocaat naast Sue groet	De advocaat naast Sue groeten	singular	1	4	De advocaat naast Sue groet de persoon.
De advocaat naast Sue onthoudt	De advocaat naast Sue onthouden	singular	1	4	De advocaat naast Sue onthoudt de persoon.
De advocaat naast Sue kent	De advocaat naast Sue kennen	singular	1	4	De advocaat naast Sue kent de persoon.
De advocaat naast Mary bewondert	De advocaat naast Mary bewonderen	singular	1	4	De advocaat naast Mary bewondert de persoon.
De advocaat naast Mary stimuleert	De advocaat naast Mary stimuleren	singular	1	4	De advocaat naast Mary stimuleert de persoon.
De advocaat naast Mary ontmoedigt	De advocaat naast Mary ontmoedigen	singular	1	4	De advocaat naast Mary ontmoedigt de persoon.
De advocaat naast Mary begrijpt	De advocaat naast Mary begrijpen	singular	1	4	De advocaat naast Mary begrijpt de persoon.
De advocaat naast Mary verwart	De advocaat naast Mary verwarren	singular	1	4	De advocaat naast Mary verwart de persoon.
De advocaat naast Mary bemoedigt	De advocaat naast Mary bemoedigen	singular	1	4	De advocaat naast Mary bemoedigt de persoon.
De advocaat naast Mary bekritiseert	De advocaat naast Mary bekritiseren	singular	1	4	De advocaat naast Mary bekritiseert de persoon.
De advocaat naast Mary inspireert	De advocaat naast Mary inspireren	singular	1	4	De advocaat naast Mary inspireert de persoon.
De advocaat naast Mary vermijdt	De advocaat naast Mary vermijden	singular	1	4	De advocaat naast Mary vermijdt de persoon.
De advocaat naast Mary observeert	De advocaat naast Mary observeren	singular	1	4	De advocaat naast Mary observeert de persoon.
De advocaat naast Mary groet	De advocaat naast Mary groeten	singular	1	4	De advocaat naast Mary groet de persoon.
De advocaat naast Mary onthoudt	De advocaat naast Mary onthouden	singular	1	4	De advocaat naast Mary onthoudt de persoon.
De advocaat naast Mary kent	De advocaat naast Mary kennen	singular	1	4	De advocaat naast Mary kent de persoon.
De advocaat achter Barbara bewondert	De advocaat achter Barbara bewonderen	singular	1	4	De advocaat achter Barbara bewondert de persoon.
De advocaat achter Barbara stimuleert	De advocaat achter Barbara stimuleren	singular	1	4	De advocaat achter Barbara stimuleert de persoon.
De advocaat achter Barbara ontmoedigt	De advocaat achter Barbara ontmoedigen	singular	1	4	De advocaat achter Barbara ontmoedigt de persoon.
De advocaat achter Barbara begrijpt	De advocaat achter Barbara begrijpen	singular	1	4	De advocaat achter Barbara begrijpt de persoon.
De advocaat achter Barbara verwart	De advocaat achter Barbara verwarren	singular	1	4	De advocaat achter Barbara verwart de persoon.
De advocaat achter Barbara bemoedigt	De advocaat achter Barbara bemoedigen	singular	1	4	De advocaat achter Barbara bemoedigt de persoon.
De advocaat achter Barbara bekritiseert	De advocaat achter Barbara bekritiseren	singular	1	4	De advocaat achter Barbara bekritiseert de persoon.
De advocaat achter Barbara inspireert	De advocaat achter Barbara inspireren	singular	1	4	De advocaat achter Barbara inspireert de persoon.
De advocaat achter Barbara vermijdt	De advocaat achter Barbara vermijden	singular	1	4	De advocaat achter Barbara vermijdt de persoon.
De advocaat achter Barbara observeert	De advocaat achter Barbara observeren	singular	1	4	De advocaat achter Barbara observeert de persoon.
De advocaat achter Barbara groet	De advocaat achter Barbara groeten	singular	1	4	De advocaat achter Barbara groet de persoon.
De advocaat achter Barbara onthoudt	De advocaat achter Barbara onthouden	singular	1	4	De advocaat achter Barbara onthoudt de persoon.
De advocaat achter Barbara kent	De advocaat achter Barbara kennen	singular	1	4	De advocaat achter Barbara kent de persoon.
De advocaat achter Pat bewondert	De advocaat achter Pat bewonderen	singular	1	4	De advocaat achter Pat bewondert de persoon.
De advocaat achter Pat stimuleert	De advocaat achter Pat stimuleren	singular	1	4	De advocaat achter Pat stimuleert de persoon.
De advocaat achter Pat ontmoedigt	De advocaat achter Pat ontmoedigen	singular	1	4	De advocaat achter Pat ontmoedigt de persoon.
De advocaat achter Pat begrijpt	De advocaat achter Pat begrijpen	singular	1	4	De advocaat achter Pat begrijpt de persoon.
De advocaat achter Pat verwart	De advocaat achter Pat verwarren	singular	1	4	De advocaat achter Pat verwart de persoon.
De advocaat achter Pat bemoedigt	De advocaat achter Pat bemoedigen	singular	1	4	De advocaat achter Pat bemoedigt de persoon.
De advocaat achter Pat bekritiseert	De advocaat achter Pat bekritiseren	singular	1	4	De advocaat achter Pat bekritiseert de persoon.
De advocaat achter Pat inspireert	De advocaat achter Pat inspireren	singular	1	4	De advocaat achter Pat inspireert de persoon.
De advocaat achter Pat vermijdt	De advocaat achter Pat vermijden	singular	1	4	De advocaat achter Pat vermijdt de persoon.
De advocaat achter Pat observeert	De advocaat achter Pat observeren	singular	1	4	De advocaat achter Pat observeert de persoon.
De advocaat achter Pat groet	De advocaat achter Pat groeten	singular	1	4	De advocaat achter Pat groet de persoon.
De advocaat achter Pat onthoudt	De advocaat achter Pat onthouden	singular	1	4	De advocaat achter Pat onthoudt de persoon.
De advocaat achter Pat kent	De advocaat achter Pat kennen	singular	1	4	De advocaat achter Pat kent de persoon.
De advocaat achter Bill bewondert	De advocaat achter Bill bewonderen	singular	1	4	De advocaat achter Bill bewondert de persoon.
De advocaat achter Bill stimuleert	De advocaat achter Bill stimuleren	singular	1	4	De advocaat achter Bill stimuleert de persoon.
De advocaat achter Bill ontmoedigt	De advocaat achter Bill ontmoedigen	singular	1	4	De advocaat achter Bill ontmoedigt de persoon.
De advocaat achter Bill begrijpt	De advocaat achter Bill begrijpen	singular	1	4	De advocaat achter Bill begrijpt de persoon.
De advocaat achter Bill verwart	De advocaat achter Bill verwarren	singular	1	4	De advocaat achter Bill verwart de persoon.
De advocaat achter Bill bemoedigt	De advocaat achter Bill bemoedigen	singular	1	4	De advocaat achter Bill bemoedigt de persoon.
De advocaat achter Bill bekritiseert	De advocaat achter Bill bekritiseren	singular	1	4	De advocaat achter Bill bekritiseert de persoon.
De advocaat achter Bill inspireert	De advocaat achter Bill inspireren	singular	1	4	De advocaat achter Bill inspireert de persoon.
De advocaat achter Bill vermijdt	De advocaat achter Bill vermijden	singular	1	4	De advocaat achter Bill vermijdt de persoon.
De advocaat achter Bill observeert	De advocaat achter Bill observeren	singular	1	4	De advocaat achter Bill observeert de persoon.
De advocaat achter Bill groet	De advocaat achter Bill groeten	singular	1	4	De advocaat achter Bill groet de persoon.
De advocaat achter Bill onthoudt	De advocaat achter Bill onthouden	singular	1	4	De advocaat achter Bill onthoudt de persoon.
De advocaat achter Bill kent	De advocaat achter Bill kennen	singular	1	4	De advocaat achter Bill kent de persoon.
De advocaat achter Bob bewondert	De advocaat achter Bob bewonderen	singular	1	4	De advocaat achter Bob bewondert de persoon.
De advocaat achter Bob stimuleert	De advocaat achter Bob stimuleren	singular	1	4	De advocaat achter Bob stimuleert de persoon.
De advocaat achter Bob ontmoedigt	De advocaat achter Bob ontmoedigen	singular	1	4	De advocaat achter Bob ontmoedigt de persoon.
De advocaat achter Bob begrijpt	De advocaat achter Bob begrijpen	singular	1	4	De advocaat achter Bob begrijpt de persoon.
De advocaat achter Bob verwart	De advocaat achter Bob verwarren	singular	1	4	De advocaat achter Bob verwart de persoon.
De advocaat achter Bob bemoedigt	De advocaat achter Bob bemoedigen	singular	1	4	De advocaat achter Bob bemoedigt de persoon.
De advocaat achter Bob bekritiseert	De advocaat achter Bob bekritiseren	singular	1	4	De advocaat achter Bob bekritiseert de persoon.
De advocaat achter Bob inspireert	De advocaat achter Bob inspireren	singular	1	4	De advocaat achter Bob inspireert de persoon.
De advocaat achter Bob vermijdt	De advocaat achter Bob vermijden	singular	1	4	De advocaat achter Bob vermijdt de persoon.
De advocaat achter Bob observeert	De advocaat achter Bob observeren	singular	1	4	De advocaat achter Bob observeert de persoon.
De advocaat achter Bob groet	De advocaat achter Bob groeten	singular	1	4	De advocaat achter Bob groet de persoon.
De advocaat achter Bob onthoudt	De advocaat achter Bob onthouden	singular	1	4	De advocaat achter Bob onthoudt de persoon.
De advocaat achter Bob kent	De advocaat achter Bob kennen	singular	1	4	De advocaat achter Bob kent de persoon.
De advocaat achter Sue bewondert	De advocaat achter Sue bewonderen	singular	1	4	De advocaat achter Sue bewondert de persoon.
De advocaat achter Sue stimuleert	De advocaat achter Sue stimuleren	singular	1	4	De advocaat achter Sue stimuleert de persoon.
De advocaat achter Sue ontmoedigt	De advocaat achter Sue ontmoedigen	singular	1	4	De advocaat achter Sue ontmoedigt de persoon.
De advocaat achter Sue begrijpt	De advocaat achter Sue begrijpen	singular	1	4	De advocaat achter Sue begrijpt de persoon.
De advocaat achter Sue verwart	De advocaat achter Sue verwarren	singular	1	4	De advocaat achter Sue verwart de persoon.
De advocaat achter Sue bemoedigt	De advocaat achter Sue bemoedigen	singular	1	4	De advocaat achter Sue bemoedigt de persoon.
De advocaat achter Sue bekritiseert	De advocaat achter Sue bekritiseren	singular	1	4	De advocaat achter Sue bekritiseert de persoon.
De advocaat achter Sue inspireert	De advocaat achter Sue inspireren	singular	1	4	De advocaat achter Sue inspireert de persoon.
De advocaat achter Sue vermijdt	De advocaat achter Sue vermijden	singular	1	4	De advocaat achter Sue vermijdt de persoon.
De advocaat achter Sue observeert	De advocaat achter Sue observeren	singular	1	4	De advocaat achter Sue observeert de persoon.
De advocaat achter Sue groet	De advocaat achter Sue groeten	singular	1	4	De advocaat achter Sue groet de persoon.
De advocaat achter Sue onthoudt	De advocaat achter Sue onthouden	singular	1	4	De advocaat achter Sue onthoudt de persoon.
De advocaat achter Sue kent	De advocaat achter Sue kennen	singular	1	4	De advocaat achter Sue kent de persoon.
De advocaat achter Mary bewondert	De advocaat achter Mary bewonderen	singular	1	4	De advocaat achter Mary bewondert de persoon.
De advocaat achter Mary stimuleert	De advocaat achter Mary stimuleren	singular	1	4	De advocaat achter Mary stimuleert de persoon.
De advocaat achter Mary ontmoedigt	De advocaat achter Mary ontmoedigen	singular	1	4	De advocaat achter Mary ontmoedigt de persoon.
De advocaat achter Mary begrijpt	De advocaat achter Mary begrijpen	singular	1	4	De advocaat achter Mary begrijpt de persoon.
De advocaat achter Mary verwart	De advocaat achter Mary verwarren	singular	1	4	De advocaat achter Mary verwart de persoon.
De advocaat achter Mary bemoedigt	De advocaat achter Mary bemoedigen	singular	1	4	De advocaat achter Mary bemoedigt de persoon.
De advocaat achter Mary bekritiseert	De advocaat achter Mary bekritiseren	singular	1	4	De advocaat achter Mary bekritiseert de persoon.
De advocaat achter Mary inspireert	De advocaat achter Mary inspireren	singular	1	4	De advocaat achter Mary inspireert de persoon.
De advocaat achter Mary vermijdt	De advocaat achter Mary vermijden	singular	1	4	De advocaat achter Mary vermijdt de persoon.
De advocaat achter Mary observeert	De advocaat achter Mary observeren	singular	1	4	De advocaat achter Mary observeert de persoon.
De advocaat achter Mary groet	De advocaat achter Mary groeten	singular	1	4	De advocaat achter Mary groet de persoon.
De advocaat achter Mary onthoudt	De advocaat achter Mary onthouden	singular	1	4	De advocaat achter Mary onthoudt de persoon.
De advocaat achter Mary kent	De advocaat achter Mary kennen	singular	1	4	De advocaat achter Mary kent de persoon.
De advocaat onder Barbara bewondert	De advocaat onder Barbara bewonderen	singular	1	4	De advocaat onder Barbara bewondert de persoon.
De advocaat onder Barbara stimuleert	De advocaat onder Barbara stimuleren	singular	1	4	De advocaat onder Barbara stimuleert de persoon.
De advocaat onder Barbara ontmoedigt	De advocaat onder Barbara ontmoedigen	singular	1	4	De advocaat onder Barbara ontmoedigt de persoon.
De advocaat onder Barbara begrijpt	De advocaat onder Barbara begrijpen	singular	1	4	De advocaat onder Barbara begrijpt de persoon.
De advocaat onder Barbara verwart	De advocaat onder Barbara verwarren	singular	1	4	De advocaat onder Barbara verwart de persoon.
De advocaat onder Barbara bemoedigt	De advocaat onder Barbara bemoedigen	singular	1	4	De advocaat onder Barbara bemoedigt de persoon.
De advocaat onder Barbara bekritiseert	De advocaat onder Barbara bekritiseren	singular	1	4	De advocaat onder Barbara bekritiseert de persoon.
De advocaat onder Barbara inspireert	De advocaat onder Barbara inspireren	singular	1	4	De advocaat onder Barbara inspireert de persoon.
De advocaat onder Barbara vermijdt	De advocaat onder Barbara vermijden	singular	1	4	De advocaat onder Barbara vermijdt de persoon.
De advocaat onder Barbara observeert	De advocaat onder Barbara observeren	singular	1	4	De advocaat onder Barbara observeert de persoon.
De advocaat onder Barbara groet	De advocaat onder Barbara groeten	singular	1	4	De advocaat onder Barbara groet de persoon.
De advocaat onder Barbara onthoudt	De advocaat onder Barbara onthouden	singular	1	4	De advocaat onder Barbara onthoudt de persoon.
De advocaat onder Barbara kent	De advocaat onder Barbara kennen	singular	1	4	De advocaat onder Barbara kent de persoon.
De advocaat onder Pat bewondert	De advocaat onder Pat bewonderen	singular	1	4	De advocaat onder Pat bewondert de persoon.
De advocaat onder Pat stimuleert	De advocaat onder Pat stimuleren	singular	1	4	De advocaat onder Pat stimuleert de persoon.
De advocaat onder Pat ontmoedigt	De advocaat onder Pat ontmoedigen	singular	1	4	De advocaat onder Pat ontmoedigt de persoon.
De advocaat onder Pat begrijpt	De advocaat onder Pat begrijpen	singular	1	4	De advocaat onder Pat begrijpt de persoon.
De advocaat onder Pat verwart	De advocaat onder Pat verwarren	singular	1	4	De advocaat onder Pat verwart de persoon.
De advocaat onder Pat bemoedigt	De advocaat onder Pat bemoedigen	singular	1	4	De advocaat onder Pat bemoedigt de persoon.
De advocaat onder Pat bekritiseert	De advocaat onder Pat bekritiseren	singular	1	4	De advocaat onder Pat bekritiseert de persoon.
De advocaat onder Pat inspireert	De advocaat onder Pat inspireren	singular	1	4	De advocaat onder Pat inspireert de persoon.
De advocaat onder Pat vermijdt	De advocaat onder Pat vermijden	singular	1	4	De advocaat onder Pat vermijdt de persoon.
De advocaat onder Pat observeert	De advocaat onder Pat observeren	singular	1	4	De advocaat onder Pat observeert de persoon.
De advocaat onder Pat groet	De advocaat onder Pat groeten	singular	1	4	De advocaat onder Pat groet de persoon.
De advocaat onder Pat onthoudt	De advocaat onder Pat onthouden	singular	1	4	De advocaat onder Pat onthoudt de persoon.
De advocaat onder Pat kent	De advocaat onder Pat kennen	singular	1	4	De advocaat onder Pat kent de persoon.
De advocaat onder Bill bewondert	De advocaat onder Bill bewonderen	singular	1	4	De advocaat onder Bill bewondert de persoon.
De advocaat onder Bill stimuleert	De advocaat onder Bill stimuleren	singular	1	4	De advocaat onder Bill stimuleert de persoon.
De advocaat onder Bill ontmoedigt	De advocaat onder Bill ontmoedigen	singular	1	4	De advocaat onder Bill ontmoedigt de persoon.
De advocaat onder Bill begrijpt	De advocaat onder Bill begrijpen	singular	1	4	De advocaat onder Bill begrijpt de persoon.
De advocaat onder Bill verwart	De advocaat onder Bill verwarren	singular	1	4	De advocaat onder Bill verwart de persoon.
De advocaat onder Bill bemoedigt	De advocaat onder Bill bemoedigen	singular	1	4	De advocaat onder Bill bemoedigt de persoon.
De advocaat onder Bill bekritiseert	De advocaat onder Bill bekritiseren	singular	1	4	De advocaat onder Bill bekritiseert de persoon.
De advocaat onder Bill inspireert	De advocaat onder Bill inspireren	singular	1	4	De advocaat onder Bill inspireert de persoon.
De advocaat onder Bill vermijdt	De advocaat onder Bill vermijden	singular	1	4	De advocaat onder Bill vermijdt de persoon.
De advocaat onder Bill observeert	De advocaat onder Bill observeren	singular	1	4	De advocaat onder Bill observeert de persoon.
De advocaat onder Bill groet	De advocaat onder Bill groeten	singular	1	4	De advocaat onder Bill groet de persoon.
De advocaat onder Bill onthoudt	De advocaat onder Bill onthouden	singular	1	4	De advocaat onder Bill onthoudt de persoon.
De advocaat onder Bill kent	De advocaat onder Bill kennen	singular	1	4	De advocaat onder Bill kent de persoon.
De advocaat onder Bob bewondert	De advocaat onder Bob bewonderen	singular	1	4	De advocaat onder Bob bewondert de persoon.
De advocaat onder Bob stimuleert	De advocaat onder Bob stimuleren	singular	1	4	De advocaat onder Bob stimuleert de persoon.
De advocaat onder Bob ontmoedigt	De advocaat onder Bob ontmoedigen	singular	1	4	De advocaat onder Bob ontmoedigt de persoon.
De advocaat onder Bob begrijpt	De advocaat onder Bob begrijpen	singular	1	4	De advocaat onder Bob begrijpt de persoon.
De advocaat onder Bob verwart	De advocaat onder Bob verwarren	singular	1	4	De advocaat onder Bob verwart de persoon.
De advocaat onder Bob bemoedigt	De advocaat onder Bob bemoedigen	singular	1	4	De advocaat onder Bob bemoedigt de persoon.
De advocaat onder Bob bekritiseert	De advocaat onder Bob bekritiseren	singular	1	4	De advocaat onder Bob bekritiseert de persoon.
De advocaat onder Bob inspireert	De advocaat onder Bob inspireren	singular	1	4	De advocaat onder Bob inspireert de persoon.
De advocaat onder Bob vermijdt	De advocaat onder Bob vermijden	singular	1	4	De advocaat onder Bob vermijdt de persoon.
De advocaat onder Bob observeert	De advocaat onder Bob observeren	singular	1	4	De advocaat onder Bob observeert de persoon.
De advocaat onder Bob groet	De advocaat onder Bob groeten	singular	1	4	De advocaat onder Bob groet de persoon.
De advocaat onder Bob onthoudt	De advocaat onder Bob onthouden	singular	1	4	De advocaat onder Bob onthoudt de persoon.
De advocaat onder Bob kent	De advocaat onder Bob kennen	singular	1	4	De advocaat onder Bob kent de persoon.
De advocaat onder Sue bewondert	De advocaat onder Sue bewonderen	singular	1	4	De advocaat onder Sue bewondert de persoon.
De advocaat onder Sue stimuleert	De advocaat onder Sue stimuleren	singular	1	4	De advocaat onder Sue stimuleert de persoon.
De advocaat onder Sue ontmoedigt	De advocaat onder Sue ontmoedigen	singular	1	4	De advocaat onder Sue ontmoedigt de persoon.
De advocaat onder Sue begrijpt	De advocaat onder Sue begrijpen	singular	1	4	De advocaat onder Sue begrijpt de persoon.
De advocaat onder Sue verwart	De advocaat onder Sue verwarren	singular	1	4	De advocaat onder Sue verwart de persoon.
De advocaat onder Sue bemoedigt	De advocaat onder Sue bemoedigen	singular	1	4	De advocaat onder Sue bemoedigt de persoon.
De advocaat onder Sue bekritiseert	De advocaat onder Sue bekritiseren	singular	1	4	De advocaat onder Sue bekritiseert de persoon.
De advocaat onder Sue inspireert	De advocaat onder Sue inspireren	singular	1	4	De advocaat onder Sue inspireert de persoon.
De advocaat onder Sue vermijdt	De advocaat onder Sue vermijden	singular	1	4	De advocaat onder Sue vermijdt de persoon.
De advocaat onder Sue observeert	De advocaat onder Sue observeren	singular	1	4	De advocaat onder Sue observeert de persoon.
De advocaat onder Sue groet	De advocaat onder Sue groeten	singular	1	4	De advocaat onder Sue groet de persoon.
De advocaat onder Sue onthoudt	De advocaat onder Sue onthouden	singular	1	4	De advocaat onder Sue onthoudt de persoon.
De advocaat onder Sue kent	De advocaat onder Sue kennen	singular	1	4	De advocaat onder Sue kent de persoon.
De advocaat onder Mary bewondert	De advocaat onder Mary bewonderen	singular	1	4	De advocaat onder Mary bewondert de persoon.
De advocaat onder Mary stimuleert	De advocaat onder Mary stimuleren	singular	1	4	De advocaat onder Mary stimuleert de persoon.
De advocaat onder Mary ontmoedigt	De advocaat onder Mary ontmoedigen	singular	1	4	De advocaat onder Mary ontmoedigt de persoon.
De advocaat onder Mary begrijpt	De advocaat onder Mary begrijpen	singular	1	4	De advocaat onder Mary begrijpt de persoon.
De advocaat onder Mary verwart	De advocaat onder Mary verwarren	singular	1	4	De advocaat onder Mary verwart de persoon.
De advocaat onder Mary bemoedigt	De advocaat onder Mary bemoedigen	singular	1	4	De advocaat onder Mary bemoedigt de persoon.
De advocaat onder Mary bekritiseert	De advocaat onder Mary bekritiseren	singular	1	4	De advocaat onder Mary bekritiseert de persoon.
De advocaat onder Mary inspireert	De advocaat onder Mary inspireren	singular	1	4	De advocaat onder Mary inspireert de persoon.
De advocaat onder Mary vermijdt	De advocaat onder Mary vermijden	singular	1	4	De advocaat onder Mary vermijdt de persoon.
De advocaat onder Mary observeert	De advocaat onder Mary observeren	singular	1	4	De advocaat onder Mary observeert de persoon.
De advocaat onder Mary groet	De advocaat onder Mary groeten	singular	1	4	De advocaat onder Mary groet de persoon.
De advocaat onder Mary onthoudt	De advocaat onder Mary onthouden	singular	1	4	De advocaat onder Mary onthoudt de persoon.
De advocaat onder Mary kent	De advocaat onder Mary kennen	singular	1	4	De advocaat onder Mary kent de persoon.
De advocaat nabij Barbara bewondert	De advocaat nabij Barbara bewonderen	singular	1	4	De advocaat nabij Barbara bewondert de persoon.
De advocaat nabij Barbara stimuleert	De advocaat nabij Barbara stimuleren	singular	1	4	De advocaat nabij Barbara stimuleert de persoon.
De advocaat nabij Barbara ontmoedigt	De advocaat nabij Barbara ontmoedigen	singular	1	4	De advocaat nabij Barbara ontmoedigt de persoon.
De advocaat nabij Barbara begrijpt	De advocaat nabij Barbara begrijpen	singular	1	4	De advocaat nabij Barbara begrijpt de persoon.
De advocaat nabij Barbara verwart	De advocaat nabij Barbara verwarren	singular	1	4	De advocaat nabij Barbara verwart de persoon.
De advocaat nabij Barbara bemoedigt	De advocaat nabij Barbara bemoedigen	singular	1	4	De advocaat nabij Barbara bemoedigt de persoon.
